frame.time_epoch,ip.src,ip.dst,ip.ttl,tcp.flags,tcp.window_size_value,ip.proto,frame.len,tcp.srcport,tcp.dstport,udp.srcport,udp.dstport
1770807435.891951000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807435.930963000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807435.933064000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807435.972271000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807435.973342000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.013279000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.015086000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.053635000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.054732000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.093693000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.115800000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.134374000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.141581000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.175656000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.201242000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.217258000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.218273000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.259266000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.260304000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.298503000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.323857000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.338911000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.339888000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.380043000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.381251000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807436.423575000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807436.482741000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807440.074384000,192.168.0.35,192.168.0.187,64,0x0018,2608,6,794,60856,55443,,
1770807440.085538000,192.168.0.187,192.168.0.35,64,0x0018,2621,6,217,55443,60856,,
1770807440.086480000,192.168.0.35,192.168.0.187,64,0x0010,2608,6,66,60856,55443,,
1770807440.091263000,192.168.0.187,192.168.0.35,64,0x0018,2621,6,203,55443,60856,,
1770807440.092180000,192.168.0.35,192.168.0.187,64,0x0010,2608,6,66,60856,55443,,
1770807450.074378000,192.168.0.35,192.168.0.187,64,0x0018,2608,6,794,60856,55443,,
1770807450.089533000,192.168.0.187,192.168.0.35,64,0x0018,2621,6,217,55443,60856,,
1770807450.090440000,192.168.0.35,192.168.0.187,64,0x0010,2608,6,66,60856,55443,,
1770807450.094959000,192.168.0.187,192.168.0.35,64,0x0018,2621,6,203,55443,60856,,
1770807450.095828000,192.168.0.35,192.168.0.187,64,0x0010,2608,6,66,60856,55443,,
1770807450.241371000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.324082000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.328911000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.329849000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.370319000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.371770000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.410825000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.411844000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.451683000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.452668000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.491414000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.492420000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.532348000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.538040000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
1770807450.577030000,192.168.0.187,192.168.0.35,64,,,17,60,,,55444,55444
1770807450.578078000,192.168.0.35,192.168.0.187,64,,,17,60,,,55444,55444
