windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
295,1770808904.809892,1770808909.809892,435,897.4896551724138,713.5602382437065,3,3,2,2,420,15,alexa_continuousStream
296,1770808909.809892,1770808914.809892,5,268.8,301.7394571480501,2,2,2,2,5,0,alexa_continuousStream
297,1770808914.809892,1770808919.809892,550,920.5145454545454,708.0330503122667,2,2,2,2,550,0,alexa_continuousStream
298,1770808919.809892,1770808924.809892,44,84.54545454545455,113.72108976758939,2,2,3,3,9,33,alexa_continuousStream
299,1770808924.809892,1770808929.809892,425,868.9576470588236,716.4755016247329,3,2,2,3,425,0,alexa_continuousStream
300,1770808929.809892,1770808934.809892,7,220.71428571428572,260.4583871342434,3,3,4,4,7,0,alexa_continuousStream
301,1770808934.809892,1770808939.809892,434,840.2027649769585,721.3452760573529,4,4,3,3,388,46,alexa_continuousStream
302,1770808939.809892,1770808944.809892,5,268.8,301.7394571480501,2,2,2,2,5,0,alexa_continuousStream
303,1770808944.809892,1770808949.809892,490,867.4857142857143,716.920488271236,2,2,2,2,490,0,alexa_continuousStream
304,1770808949.809892,1770808954.809892,65,76.06153846153846,93.99183424024751,2,2,2,2,5,60,alexa_continuousStream
305,1770808954.809892,1770808959.809892,447,939.1789709172259,705.2420277276291,3,2,2,3,447,0,alexa_continuousStream
