windowID,windowStart,windowEnd,packetCount,avgPacketLength,stdPacketLength,uniqueSrcIPs,uniqueDstIPs,uniqueSrcPorts,uniqueDstPorts,tcpPacketCount,udpPacketCount,label
450,1773243489.456046,1773243494.456046,434,316.073732718894,368.3432216859925,5,5,7,7,434,0,idle
451,1773243494.456046,1773243499.456046,498,318.7048192771084,367.1599622016692,5,5,8,8,498,0,idle
452,1773243499.456046,1773243504.456046,366,308.1967213114754,365.794080241747,6,6,8,8,366,0,idle
453,1773243504.456046,1773243509.456046,690,323.8840579710145,365.8443853051061,5,5,7,7,690,0,idle
454,1773243509.456046,1773243514.456046,377,318.42970822281166,371.78763236982365,5,5,8,8,377,0,idle
455,1773243514.456046,1773243519.456046,395,311.67088607594934,360.0139775035739,5,6,7,7,387,8,idle
456,1773243519.456046,1773243524.456046,400,312.4575,365.5142745584842,5,5,7,7,400,0,idle
457,1773243524.456046,1773243529.456046,427,309.85714285714283,363.5145936900199,5,5,8,8,427,0,idle
458,1773243529.456046,1773243534.456046,436,315.802752293578,365.4392068148476,5,5,7,7,436,0,idle
459,1773243534.456046,1773243539.456046,623,324.3852327447833,365.7550256892547,5,5,7,7,623,0,idle
460,1773243539.456046,1773243544.456046,394,315.9467005076142,369.54773225392944,6,6,10,10,394,0,bulbchange
461,1773243544.456046,1773243549.456046,323,303.6842105263158,352.28182442221055,6,6,8,8,323,0,bulbchange
462,1773243549.456046,1773243554.456046,344,302.71802325581393,365.83791615783207,5,5,7,7,344,0,idle
463,1773243554.456046,1773243559.456046,343,308.07871720116617,368.4699947897224,6,6,9,8,343,0,idle
464,1773243559.456046,1773243564.456046,355,314.2112676056338,370.2716179497467,5,5,7,8,355,0,idle
465,1773243564.456046,1773243569.456046,536,320.32835820895525,358.7223230626548,5,5,7,7,536,0,idle
466,1773243569.456046,1773243574.456046,432,312.90972222222223,363.6736428628664,6,6,9,9,432,0,bulboff
467,1773243574.456046,1773243579.456046,471,311.8768577494692,365.38718274504447,6,7,8,8,464,7,idle
468,1773243579.456046,1773243584.456046,505,324.7881188118812,369.44339388751916,5,6,7,7,504,1,idle
469,1773243584.456046,1773243589.456046,439,314.87699316628704,355.99661815909155,6,6,9,9,439,0,bulbon
470,1773243589.456046,1773243594.456046,356,307.8370786516854,364.20906606563136,5,5,7,7,356,0,idle
471,1773243594.456046,1773243599.456046,578,320.83391003460207,366.12635746148186,6,6,8,8,578,0,idle
472,1773243599.456046,1773243604.456046,503,316.2385685884692,363.9382893153996,5,5,8,8,503,0,idle
473,1773243604.456046,1773243609.456046,407,319.77641277641277,369.7490916450261,5,5,7,7,407,0,idle
474,1773243609.456046,1773243614.456046,442,319.94117647058823,369.99050815363177,6,6,9,9,442,0,idle
475,1773243614.456046,1773243619.456046,425,313.61882352941177,357.5451292580559,6,6,9,9,425,0,bulbchange
476,1773243619.456046,1773243624.456046,436,308.61238532110093,360.8103124820266,7,6,7,7,430,0,idle
477,1773243624.456046,1773243629.456046,575,315.58608695652174,363.19002687973875,7,6,7,7,559,0,idle
478,1773243629.456046,1773243634.456046,545,319.76146788990826,366.9904204923275,5,5,8,8,545,0,idle
479,1773243634.456046,1773243639.456046,439,317.127562642369,364.6428003107629,5,5,7,7,439,0,idle
480,1773243639.456046,1773243644.456046,408,316.953431372549,369.70417855931294,5,6,7,7,400,8,idle
481,1773243644.456046,1773243649.456046,317,305.9684542586751,359.56162516716984,5,5,8,8,317,0,idle
482,1773243649.456046,1773243654.456046,425,313.7176470588235,363.73618795551926,5,5,7,7,425,0,bulboff
483,1773243654.456046,1773243659.456046,644,318.0993788819876,362.9252322002098,6,6,9,9,644,0,bulboff
484,1773243659.456046,1773243664.456046,478,315.93514644351467,365.5728883077924,6,6,9,9,478,0,bulbon
485,1773243664.456046,1773243669.456046,392,312.7576530612245,366.72749235600116,6,6,8,8,392,0,idle
486,1773243669.456046,1773243674.456046,349,329.27793696275074,379.29437677508866,5,5,7,7,349,0,idle
487,1773243674.456046,1773243679.456046,358,305.036312849162,356.5567222149584,5,5,8,8,358,0,idle
488,1773243679.456046,1773243684.456046,387,312.22739018087856,366.99469857412544,5,5,7,7,387,0,idle
489,1773243684.456046,1773243689.456046,628,323.0891719745223,366.241753953188,5,5,7,7,628,0,idle
490,1773243689.456046,1773243694.456046,518,321.0444015444015,368.3665075773948,5,5,8,8,518,0,idle
491,1773243694.456046,1773243699.456046,408,318.21813725490193,370.7885003669666,5,5,7,7,408,0,bulbchange
492,1773243699.456046,1773243704.456046,368,309.4021739130435,356.8324486345531,6,7,8,8,362,6,bulbchange
493,1773243704.456046,1773243709.456046,447,315.74720357941834,367.328155832458,5,6,8,8,445,2,idle
494,1773243709.456046,1773243714.456046,396,316.17676767676767,368.65562684669294,5,5,7,7,396,0,idle
495,1773243714.456046,1773243719.456046,630,320.6015873015873,364.27430962460727,5,5,7,7,630,0,idle
496,1773243719.456046,1773243724.456046,541,318.95378927911275,365.4130180857555,6,6,9,9,541,0,idle
497,1773243724.456046,1773243729.456046,429,317.8951048951049,367.6795075602123,5,5,7,7,429,0,idle
